"faultid","subcatcode","refsubsystem","faultcode","faultnumber","faults","repairtimeh","repairtimem","remarks","nooftrademen","workdone","critical","scheduled","disable"
"595","909.0","45.0","24.0","A00043024","Oil cooler hose perished (TXN SYS) A00043024","0.0","30.0","NaN","1.0","NaN","0","1","0"
"596","909.0","45.0","25.0","A00043025","Oil cooler pipe leaking (TXN SYS) A00043025","0.0","30.0","NaN","1.0","NaN","0","1","0"
"597","909.0","45.0","26.0","A00043026","Oil leaking from support roller (TXN SYS) A00043026","0.0","30.0","NaN","1.0","NaN","0","1","0"
"598","909.0","45.0","27.0","A00043027","Oil leaking from Final drive (TXN SYS) A00043027","0.0","30.0","NaN","1.0","NaN","0","1","0"
"599","909.0","45.0","28.0","A00043028","Oil moisture seperator N/W (TXN SYS) A00043028","0.0","30.0","NaN","1.0","NaN","0","1","0"
"600","909.0","45.0","29.0","A00043029","Oil pipe perished (TXN SYS) A00043029","0.0","30.0","NaN","1.0","NaN","0","1","0"
"601","909.0","45.0","30.0","A00043030","Oil temp sending unit UNSV (TXN SYS) A00043030","0.0","30.0","NaN","1.0","NaN","0","1","0"
"602","909.0","45.0","31.0","A00043031","Pr pump of Lt side gear box faulty (TXN SYS) A00043031","0.0","30.0","NaN","1.0","NaN","1","1","0"
"603","909.0","45.0","32.0","A00043032","Pr Sending unit faulty (TXN SYS) A00043032","0.0","30.0","NaN","1.0","NaN","0","1","0"
"604","909.0","45.0","33.0","A00043033","RH side gear box noisy (TXN SYS) A00043033","0.0","30.0","NaN","1.0","NaN","0","1","0"
"605","909.0","45.0","34.0","A00043034","Reduction gear N/W (TXN SYS) A00043034","0.0","30.0","NaN","1.0","NaN","0","1","0"
"606","909.0","45.0","35.0","A00043035","Reduction gear spring bkn (TXN SYS) A00043035","0.0","30.0","NaN","1.0","NaN","0","1","0"
"607","909.0","45.0","36.0","A00043036","RHS Gear box faulty (TXN SYS) A00043036","0.0","30.0","NaN","1.0","NaN","1","1","0"
"608","909.0","45.0","37.0","A00043037","Scavenging pump of IGB faulty (TXN SYS) A00043037","2.0","30.0","NaN","1.0","NaN","1","1","0"
"609","909.0","45.0","38.0","A00043038","Sprocket teeth W/O (TXN SYS) A00043038","0.0","30.0","NaN","1.0","NaN","0","1","0"
"610","909.0","45.0","39.0","A00043039","Slider damage (TXN SYS) A00043039","0.0","30.0","NaN","1.0","NaN","0","1","0"
"611","909.0","45.0","40.0","A00043040","Slide box defective valve (TXN SYS) A00043040","2.0","30.0","NaN","1.0","NaN","1","1","0"
"612","909.0","45.0","41.0","A00043041","Suction line filter dirty (TXN SYS) A00043041","0.0","30.0","NaN","1.0","NaN","0","1","0"
"613","909.0","45.0","42.0","A00043042","Tank does not steer towards LHS in first gear (TXN SYS) A00043042","0.0","30.0","NaN","1.0","NaN","0","1","0"
"614","909.0","45.0","43.0","A00043043","Tk steers towards LHS without stick op (TXN SYS) A00043043","0.0","30.0","NaN","1.0","NaN","0","1","0"
"615","909.0","45.0","44.0","A00043044","Transmission oil seal perished (TXN SYS) A00043044","0.0","30.0","NaN","1.0","NaN","0","1","0"
"616","909.0","45.0","45.0","A00043045","Tie rod bkn (TXN SYS) A00043045","0.0","30.0","NaN","1.0","NaN","0","1","0"
"617","909.0","45.0","46.0","A00043046","Txn oil high pressure pipe leak (TXN SYS) A00043046","0.0","30.0","NaN","1.0","NaN","1","1","0"
"618","909.0","45.0","47.0","A00043047","Txn oil tk punchered (TXN SYS) A00043047","0.0","30.0","NaN","1.0","NaN","0","1","0"
"619","909.0","46.0","1.0","A00044001","CPU module faulty (VA-9004G) A00044001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"620","909.0","46.0","2.0","A00044002","Data programming faulty (VA-9004G) A00044002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"621","909.0","46.0","3.0","A00044003","INT/AMB card faulty (VA-9004G) A00044003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"622","909.0","46.0","4.0","A00044004","Module TP/PS faulty (VA-9004G) A00044004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"623","909.0","46.0","5.0","A00044005","Power sup card faulty (VA-9004G) A00044005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"624","909.0","46.0","6.0","A00044006","RF cable Faulty  (VA-9004G) A00044006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"625","909.0","46.0","7.0","A00044007","RF lead bkn (VA-9004G) A00044007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"626","909.0","46.0","8.0","A00044008","VA-9004G faulty (VA-9004G) A00044008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"634","405.0","47.0","1.0","A00845001","Cdr sight faulty (CDR SIGHT TKN-3) A00845001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"635","405.0","47.0","2.0","A00845002","Stab of TKN-3 N/W (CDR SIGHT TKN-3) A00845002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"636","405.0","47.0","3.0","A00845003","TKN-3 ni channel N/W (CDR SIGHT TKN-3) A00845003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"637","405.0","47.0","4.0","A00845004","Electric unit of TKN-3 N/W  (CDR SIGHT TKN-3) A00845004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"638","405.0","49.0","1.0","A00847001","Gnr sight faulty (GNR DAY SIGHT     TPD-K1) A00847001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"639","405.0","49.0","2.0","A00847002","Range leak at 800m (GNR DAY SIGHT     TPD-K1) A00847002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"640","405.0","49.0","3.0","A00847003","Zeroing out  (GNR DAY SIGHT     TPD-K1) A00847003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"641","405.0","49.0","4.0","A00847004","Range not shown  (GNR DAY SIGHT     TPD-K1) A00847004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"642","405.0","49.0","5.0","A00847005","Traversing wheel loose  (GNR DAY SIGHT     TPD-K1) A00847005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"643","405.0","49.0","6.0","A00847006","Line of sight not aligned (GNR DAY SIGHT     TPD-K1) A00847006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"644","405.0","49.0","7.0","A00847007","Laser illuminating bulb fuse  (GNR DAY SIGHT     TPD-K1) A00847007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"646","405.0","48.0","1.0","A00846001","Dvr sight N/W (DVR SIGHT TVNE-3PA) A00846001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"647","416.0","56.0","1.0","A01954001","IAH mech N/W (INLET AIR HEATING SYS) A01954001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"648","416.0","56.0","2.0","A01954002","Electric cct in IAH short  (INLET AIR HEATING SYS) A01954002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"649","416.0","60.0","1.0","A01958001","AMGM N/W in vertical plane  (AAMG_FCS) A01958001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"650","416.0","52.0","1.0","A01950001","AAMGM Cable (AAMG_FCS) A01950001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"651","416.0","52.0","2.0","A01950002","AMGM N/W in vertical plane (AAMG_FCS) A01950002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"652","416.0","52.0","3.0","A01950003","BG 29-4S faulty  (AAMG_FCS) A01950003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"653","416.0","52.0","4.0","A01950004","BPV-29 faulty (AAMG_FCS) A01950004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"654","416.0","60.0","2.0","A01958002","BV-29 faulty (AAMG_FCS) A01958002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"655","416.0","60.0","3.0","A01958003","Electric unit faulty (AAMG_FCS) A01958003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"656","416.0","52.0","5.0","A01950005","Power elevation reduction gear assy faulty  (AAMG_FCS) A01950005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"657","416.0","52.0","6.0","A01950006","Transformer 2.5W faulty  (AAMG_FCS) A01950006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"658","416.0","52.0","7.0","A01950007","power elevation of AMGM sys N/W (AAMG_FCS) A01950007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"660","416.0","55.0","1.0","A01953001","Info Unit 9S 516 faulty  (GWS) A01953001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"661","416.0","55.0","2.0","A01953002","K1-M & Voltage Convertor 9S-831 faulty (GWS) A01953002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"662","416.0","55.0","3.0","A01953003","LRF Block of Sight 1G 46 faulty (GWS) A01953003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"664","416.0","55.0","4.0","A01953004","LRF N/W (GWS) A01953004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"665","416.0","55.0","5.0","A01953005","Info Unit Red Sector not Aligned (GWS) A01953005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"668","416.0","55.0","6.0","A01953006","GW firing cct N/W (GWS) A01953006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"669","416.0","55.0","7.0","A01953007","Automatic control unit 9S 517 (GWS) A01953007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"670","416.0","55.0","8.0","A01953008","Msl Complex check faulty  (GWS) A01953008","3.0","30.0","NaN","1.0","NaN","0","1","0"
"671","416.0","55.0","9.0","A01953009","Missile cct N/W (GWS) A01953009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"672","416.0","55.0","10.0","A01953010","msl complex checking faulty (GWS) A01953010","0.0","30.0","repeat","1.0","NaN","0","1","1"
"673","416.0","53.0","1.0","A01951001","Ballistic Cmptr N/W (BALLISTIC COMPTR) A01951001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"675","416.0","53.0","2.0","A01951002","BV-I computer faulty  (BALLISTIC COMPTR) A01951002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"676","416.0","53.0","3.0","A01951003","Wind Sensor faulty  (BALLISTIC COMPTR) A01951003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"677","416.0","53.0","4.0","A01951004","unit BV-II faulty (BALLISTIC COMPTR) A01951004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"678","416.0","53.0","5.0","A01951005","'C' LED remains ON at BV-1, after self test of ballistic comptr. Gun goes down without signal. (BALLISTIC COMPTR) A01951005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"679","416.0","53.0","6.0","A01951006","Switching unit faulty (BALLISTIC COMPTR) A01951006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"682","416.0","59.0","1.0","A01957001","TI  Sight ESSA N/W  (TI  ESSA) A01957001","0.0","30.0","repeat","1.0","NaN","0","1","1"
"683","909.0","59.0","1.0","A00057001","TI  Sight ESSA N/W  (TI  ESSA) A00057001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"684","416.0","59.0","2.0","A01957002","CDR VVD N/W (TI  ESSA) A01957002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"685","416.0","59.0","3.0","A01957003","GNR VVD N/W (TI  ESSA) A01957003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"686","416.0","59.0","4.0","A01957004","TI Camera not switching On (TI  ESSA) A01957004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"687","416.0","59.0","5.0","A01957005","MSS OFF after cooling initialization (TI  ESSA) A01957005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"688","416.0","59.0","6.0","A01957006","TI sight ctrl pannel N/W (TI  ESSA) A01957006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"689","416.0","59.0","7.0","A01957007","Continuous flickering of image of VVD (TI  ESSA) A01957007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"690","416.0","59.0","8.0","A01957008","Cooling initialisation Defect (TI  ESSA) A01957008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"691","416.0","59.0","9.0","A01957009","Control unit defective (TI  ESSA) A01957009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"692","416.0","59.0","10.0","A01957010","Catherine Camera faulty (TI  ESSA) A01957010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"693","416.0","59.0","11.0","A01957011","CDR and GNR VVD not functional (TI  ESSA) A01957011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"694","416.0","59.0","12.0","A01957012","MSS error No-3 and initialisation displays on VVD (TI  ESSA) A01957012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"695","416.0","59.0","13.0","A01957013","TI ESSA  cont unit socket bkn (TI  ESSA) A01957013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"696","416.0","59.0","14.0","A01957014","Screen  flickering (TI  ESSA) A01957014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"697","416.0","59.0","15.0","A01957015","T1 Sight ESSA cooling noisy (TI  ESSA) A01957015","0.0","30.0","NaN","1.0","NaN","0","1","0"
"698","416.0","59.0","16.0","A01957016","1/3 portion of  Image  cut off on both VVD (TI  ESSA) A01957016","0.0","30.0","NaN","1.0","NaN","0","1","0"
"699","416.0","57.0","1.0","A01955001","Cdr sight TKN-4S faulty (PNK 4S) A01955001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"700","416.0","57.0","2.0","A01955002","Stab of TKN 4S N/W (PNK 4S) A01955002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"701","416.0","65.0","1.0","A01963001","TKN 4S ni channel N/W (PNK 4S) A01963001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"702","416.0","57.0","3.0","A01955003","TKN 4S ni channel N/W (PNK 4S) A01955003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"703","416.0","57.0","4.0","A01955004","Electric Unit of TKN-4S N/W (PNK 4S) A01955004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"704","416.0","58.0","1.0","A01956001","LRF Block of Sight 1G 46 N/W (SIGHT 1G46) A01956001","1.0","30.0","NaN","1.0","NaN","0","1","0"
"705","416.0","58.0","2.0","A01956002","Control console of Sight 1G 46 N/W (SIGHT 1G46) A01956002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"706","416.0","58.0","3.0","A01956003","GNR SIGHT 1G46 N/W  (SIGHT 1G46) A01956003","1.0","30.0","NaN","1.0","NaN","0","1","0"
"707","416.0","58.0","4.0","A01956004","Sight Electric Unit of 1G46 faulty (SIGHT 1G46) A01956004","2.0","30.0","NaN","1.0","NaN","0","1","0"
"708","416.0","58.0","5.0","A01956005","Gyro block of 1G 46 faulty  (SIGHT 1G46) A01956005","4.0","30.0","NaN","1.0","NaN","0","1","0"
"709","416.0","54.0","1.0","A01952001","Dvr sight N/W - DVR SIGHT TVN-5  (DVR SIGHT TVN-5) A01952001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"710","319.0","68.0","1.0","A00366001","ATGM cct not working during msl checking (ATGM) A00366001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"711","319.0","68.0","2.0","A00366002","18 pin socket bkn in msl cct operation (ATGM) A00366002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"712","319.0","68.0","3.0","A00366003","Control unit BY faulty (ATGM) A00366003","0.0","30.0","NaN","1.0","NaN","1","1","0"
"713","319.0","68.0","4.0","A00366004","Control handle missile LED not glowing (ATGM) A00366004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"714","319.0","68.0","5.0","A00366005","Start push button faulty (ATGM) A00366005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"715","319.0","68.0","6.0","A00366006","Monitoring unit faulty (ATGM) A00366006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"716","319.0","74.0","1.0","A00372001","Detector unit N/W (NBC) A00372001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"717","319.0","74.0","2.0","A00372002","Relay box KP-40 faulty (NBC) A00372002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"718","319.0","74.0","3.0","A00372003","Gamma Sensor faulty (NBC) A00372003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"719","319.0","74.0","4.0","A00372004","Hatch Electro magnet faulty (NBC) A00372004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"720","319.0","74.0","5.0","A00372005","Blower N/W (NBC) A00372005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"721","319.0","74.0","6.0","A00372006","Blower Electro magnet faulty (NBC) A00372006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"722","319.0","72.0","1.0","A00370001","Gnr sight faulty (Gnr Day cum Night Sight BPK 2-42) A00370001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"723","319.0","72.0","2.0","A00370002","Gnr ni sight image blurred  (Gnr Day cum Night Sight BPK 2-42) A00370002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"724","319.0","72.0","3.0","A00370003","Zeroing out (Gnr Day cum Night Sight BPK 2-42) A00370003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"725","319.0","72.0","4.0","A00370004","Traversing wheel loose (Gnr Day cum Night Sight BPK 2-42) A00370004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"726","319.0","72.0","5.0","A00370005","Line of sight not aligned (Gnr Day cum Night Sight BPK 2-42) A00370005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"727","319.0","73.0","1.0","A00371001","Msl day sight N/W (MSL DAY SIGHT 119SHM1) A00371001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"728","319.0","69.0","1.0","A00367001","Cdr sight 1PZ-3 faulty (CDR SIGHT 1PZ-3) A00367001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"729","319.0","71.0","1.0","A00369001","Dvr ni sight faulty (DVR SIGHT TVNE-4PA) A00369001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"730","319.0","70.0","1.0","A00368001","Poor definition in periscope TNPO (DAY VISION PERISCOPE) A00368001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"731","416.0","61.0","1.0","A01959001","Ballistic Cmptr N/W  (BALLISTIC COMPTR) A01959001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"732","416.0","61.0","2.0","A01959002","BV-I computer faulty  (BALLISTIC COMPTR) A01959002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"733","416.0","61.0","3.0","A01959003","Wind Sensor faulty (BALLISTIC COMPTR) A01959003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"734","416.0","61.0","4.0","A01959004","Unit BV-II faulty  (BALLISTIC COMPTR) A01959004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"735","416.0","61.0","5.0","A01959005","LED remains ON at BV-1 (self test of ballistic comptr). (BALLISTIC COMPTR) A01959005","0.0","30.0","Fault seen after self test of ballistic comptr. Gun goes down without signal.","1.0","NaN","0","1","0"
"736","416.0","61.0","6.0","A01959006","Switching unit faulty (BALLISTIC COMPTR) A01959006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"737","416.0","60.0","4.0","A01958004","AMGM cable fault (AAMG_FCS) A01958004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"738","416.0","60.0","5.0","A01958005","BG 29-4S faulty  (AAMG_FCS) A01958005","2.0","0.0","NaN","1.0","NaN","0","1","0"
"739","416.0","60.0","6.0","A01958006","BPV-29 faulty (AAMG_FCS) A01958006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"740","416.0","60.0","7.0","A01958007","Power elevation reduction gear assy faulty  (AAMG_FCS) A01958007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"741","416.0","60.0","8.0","A01958008","Transformer 2.5W faulty (AAMG_FCS) A01958008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"742","416.0","60.0","9.0","A01958009","Power elevation of AMGM sys N/W (AAMG_FCS) A01958009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"743","910.0","75.0","1.0","B00001001","Air Cleaner Dirty  (AIR) B00001001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"744","910.0","75.0","2.0","B00001002","Air compressor Connecting Rod bend (AIR) B00001002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"745","910.0","75.0","3.0","B00001003","Air Compressor Cracked/leaking (AIR) B00001003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"746","910.0","75.0","4.0","B00001004","Air Compressor gear teeth W/O (AIR) B00001004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"747","910.0","75.0","5.0","B00001005","Air lock (AIR) B00001005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"748","910.0","75.0","6.0","B00001006","Air Pressure Low (AIR) B00001006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"749","910.0","75.0","7.0","B00001007","FLASHER UNIT N/W","0.0","30.0","NaN","1.0","NaN","0","1","0"
"750","910.0","76.0","1.0","B00002001","Air compressor N/W  (BRAKE) B00002001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"751","910.0","76.0","2.0","B00002002","Air leaking from electromagnetic valve  (BRAKE) B00002002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"752","910.0","76.0","3.0","B00002003","Air pressure leaking  (BRAKE) B00002003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"753","910.0","76.0","4.0","B00002004","Brake efficiency poor  (BRAKE) B00002004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"754","910.0","76.0","5.0","B00002005","Parking/Hand brake N/W  (BRAKE) B00002005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"755","910.0","76.0","6.0","B00002006","Wheel wobbling (BRAKE) B00002006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"756","910.0","77.0","1.0","B00003001","Body reqd welding  (CHS & SUS) B00003001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"757","910.0","77.0","2.0","B00003002","Bonnet catch/cable bkn, N/W  (CHS & SUS) B00003002","0.0","30.0","wire broken, catch broken, ","1.0","NaN","0","1","0"
"758","910.0","77.0","3.0","B00003003","Bumper bend/bkn/loose/welding  (CHS & SUS) B00003003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"759","910.0","77.0","4.0","B00003004","Cabin lifting mechanism N/W (CHS & SUS) B00003004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"760","910.0","77.0","5.0","B00003005","Chain sproket W/O  (CHS & SUS) B00003005","0.0","30.0","NaN","1.0","NaN","0","1","0"
